lat,lon,alt,erro_lat_cm,erro_lon_cm,erro_alt_cm,dx,dy,erro_2d_cm,erro_3d_cm
-22.7258329130444,-47.63888904997237,550.0001059473794,0.9652071732066855,-0.5116291154466519,0.010594737942264678,-0.005116291500336188,0.009652071803145645,0.010924235845563365,0.015217995955719502
-22.725833062014257,-47.638888864800194,549.9900951829079,-0.6883582371648587,1.3842081042127605,-0.9904817092101705,0.013842081097759668,-0.0068835823121560225,0.015459201614740094,0.9906023436236215
-22.72583297401955,-47.63888898807392,550.010482426303,0.2883830000794288,0.12210205056578308,1.0482426303038022,0.0012210203466313276,0.002883830124034148,0.0031316715777958736,1.048247308298
-22.725833028421533,-47.63888916876655,550.0063145941658,-0.3154789853380154,-1.7278725500716479,0.6314594165840848,-0.017278725600782734,-0.0031547900292139275,0.017564369004196313,0.6317036503361005
-22.725832996636996,-47.63888889388757,550.0073802827199,0.037329365041800955,1.0864045590253704,0.7380282719891988,0.010864045786120735,0.0003732936519895702,0.010870457165802339,0.7381083234107612
-22.72583290768227,-47.63888907825301,549.99210947736,1.0247268062035024,-0.8011731541794939,-0.7890522640013706,-0.008011731239573132,0.010247268068752646,0.013007472480387172,0.7891594703599911
-22.72583298560322,-47.638888782061414,549.9676998562019,0.15980427979850265,2.231307605220388,-3.2300143798068666,0.02231307625237916,0.0015980428500483868,0.022370228268729794,3.2300918440360413
-22.72583299720145,-47.638888862278804,550.0164572906763,0.031063905150111416,1.4100226959980915,1.6457290676305436,0.014100226998243516,0.0003106391304186218,0.014103648395764218,1.6457894995809703
-22.725833097990666,-47.63888904568731,549.9928174381598,-1.087696359107699,-0.4677576168604001,-0.7182561840126063,-0.004677576451164151,-0.010876963756345503,0.01184010396970141,0.7183537665679505
-22.72583294406105,-47.638888852346966,549.9870583635394,0.6209223724318942,1.5117072647161267,-1.294163646064681,0.015117072498280473,0.006209223588626855,0.01634259277140038,1.2942668284093264
-22.72583295217778,-47.63888898959707,550.0104021836787,0.5308266865636512,0.10650765409675117,1.0402183678709904,0.001065076809820922,0.005308266711523402,0.005414063547049091,1.040232457165061
-22.725832843754006,-47.63888890012597,549.9941198104012,1.7343305714147426,1.0225343041440529,-0.5880189598786945,0.01022534321190963,0.017343305522388164,0.020133253344758916,0.5883635313860486
-22.72583301655487,-47.63888894276506,550.0158990457606,-0.18375902524512627,0.5859850642087143,1.5899045760699329,0.005859850978935694,-0.0018375903145795291,0.006141220697839323,1.5899164366668441
