lat,lon,alt,erro_lat_cm,erro_lon_cm,erro_alt_cm,dx,dy,erro_2d_cm,erro_3d_cm
-22.725833253882985,-47.638888872824644,550.0981627677639,-2.8181011311000668,1.3020518665772605,9.816276776390978,0.01302051856951332,-0.02818101122059602,0.031043570948497533,9.816325863278257
-22.725832659981787,-47.63888920019882,549.8735516847353,3.7742021718360452,-2.049683668348449,-12.644831526473352,-0.020496836439828085,0.03774202180650832,0.042948579884368863,12.644904464383488
-22.725833683194697,-47.6388892030984,550.0995652128285,-7.583461131573522,-2.0793703006569935,9.956521282842045,-0.020793702697695964,-0.0758346111986441,0.07863374801908965,9.956831791392116
-22.72583337515237,-47.63888948424458,550.1785199128822,-4.164191277887449,-4.957812402204727,17.85199128822199,-0.04957812437023203,-0.04164191282995944,0.06474595987556395,17.852108698803104
-22.72583330048299,-47.6388882604072,549.8943297315698,-3.335361157032866,7.5721288768880886,-10.56702684301854,0.07572128894344632,-0.03335361164857886,0.08274162803124617,10.567350778609542
-22.72583342421161,-47.638888987264885,550.0617121435923,-4.708748886305696,0.13038516204056846,6.171214359230133,0.001303851619551717,-0.04708748869219903,0.04710553704591191,6.171394137407289
-22.72583349667881,-47.63888908528088,550.000088795575,-5.513134763746512,-0.8731261316592759,0.008879557498345172,-0.008731261632298216,-0.05513134772172634,0.05581845959273279,0.05652032353737817
-22.725832866757607,-47.638889374356076,549.8764452921401,1.4789905881324348,-3.832747510902445,-12.355470785985954,-0.038327475173628014,0.014789905833367811,0.041082072339950905,12.355539084961194
-22.725833064147817,-47.63888778939711,550.0394307177481,-0.7120407434220737,12.394443432394908,3.943071774814958,0.12394443432334343,-0.0071204075702269165,0.12414879380686603,3.9450257216312905
-22.72583287671998,-47.63888943437116,550.066688256387,1.3684082305337204,-4.447196365950332,6.668825638698787,-0.04447196362736268,0.013684082315279511,0.046529664276510896,6.668987959882217
-22.725832778379097,-47.638889170405704,549.9519098757864,2.4599920372721855,-1.7446545713181971,-4.809012421350775,-0.017446545824825917,0.02459992042602721,0.030158548476089186,4.809106986416633
-22.725832912128897,-47.63888882434507,550.0932733216205,0.9753692721991124,1.7983974235246925,9.327332162041783,0.017983974288022467,0.009753692562952665,0.02045868641445123,9.327354599188919
-22.725832788310733,-47.63888874919202,549.8666589274569,2.349750874024625,2.5678323980434157,-13.334107254313581,0.025678323867507243,0.023497508834680048,0.0348067412735013,13.334152683191105
